timestamp,gearbox_oil_temp,gearbox_bearing_temp,vibration_x,vibration_y,vibration_z,oil_pressure,particle_count,is_anomaly
2025-01-01 09:20:00,62.33,69.45,0.0119,0.011,0.0137,4.41,121,0
2025-01-01 09:30:00,61.85,68.25,0.0154,0.0142,0.0178,4.39,121,0
2025-01-01 09:40:00,61.79,70.64,0.0133,0.0122,0.0152,4.35,121,0
2025-01-01 09:50:00,61.3,67.8,0.0138,0.0127,0.0159,4.38,121,0
2025-01-01 10:00:00,61.05,68.01,0.0175,0.0161,0.0201,4.48,121,0
2025-01-01 10:10:00,61.54,68.07,0.0156,0.0143,0.0179,4.44,121,0
2025-01-01 10:20:00,61.94,68.5,0.0138,0.0127,0.0158,4.45,121,0
2025-01-01 10:30:00,61.23,67.6,0.0134,0.0123,0.0154,4.39,121,0
2025-01-01 10:40:00,61.14,67.67,0.0162,0.0149,0.0186,4.42,121,0
2025-01-01 10:50:00,59.45,67.02,0.0137,0.0126,0.0158,4.43,121,0
2025-01-01 11:00:00,60.03,68.24,0.0156,0.0143,0.0179,4.36,121,0
2025-01-01 11:10:00,60.09,67.03,0.015,0.0138,0.0172,4.45,121,0
2025-01-01 11:20:00,60.34,67.47,0.0173,0.0159,0.0199,4.31,122,0
2025-01-01 11:30:00,60.88,68.72,0.0161,0.0148,0.0185,4.35,122,0
2025-01-01 11:40:00,60.02,69.26,0.0123,0.0113,0.0141,4.34,122,0
2025-01-01 11:50:00,61.6,68.36,0.016,0.0147,0.0184,4.39,122,0
2025-01-01 12:00:00,60.61,69.34,0.0159,0.0147,0.0183,4.51,122,0
2025-01-01 12:10:00,59.34,66.79,0.0177,0.0163,0.0203,4.43,122,0
2025-01-01 12:20:00,60.14,66.19,0.0143,0.0132,0.0165,4.31,122,0
2025-01-01 12:30:00,60.11,66.79,0.0121,0.0111,0.0139,4.42,122,0
2025-01-01 12:40:00,58.93,65.61,0.0166,0.0153,0.0191,4.36,122,0
2025-01-01 12:50:00,59.8,65.9,0.0175,0.0161,0.0201,4.44,122,0
2025-01-01 13:00:00,60.89,69.93,0.0184,0.017,0.0212,4.4,122,0
2025-01-01 13:10:00,59.62,67.51,0.0182,0.0168,0.021,4.33,122,0
2025-01-01 13:20:00,59.89,66.52,0.0153,0.0141,0.0176,4.39,122,0
2025-01-01 13:30:00,59.29,67.17,0.0167,0.0154,0.0192,4.36,122,0
2025-01-01 13:40:00,59.13,65.91,0.0151,0.0139,0.0174,4.41,122,0
2025-01-01 13:50:00,59.2,67.24,0.0139,0.0128,0.016,4.41,122,0
2025-01-01 14:00:00,58.43,64.75,0.0121,0.0111,0.0139,4.37,122,0
2025-01-01 14:10:00,57.12,63.76,0.0133,0.0122,0.0152,4.46,122,0
2025-01-01 14:20:00,59.04,66.0,0.0151,0.0139,0.0174,4.37,122,0
2025-01-01 14:30:00,58.57,65.73,0.0176,0.0162,0.0203,4.49,122,0
2025-01-01 14:40:00,57.92,64.36,0.0132,0.0121,0.0152,4.32,122,0
2025-01-01 14:50:00,57.71,64.1,0.016,0.0147,0.0183,4.37,122,0
2025-01-01 15:00:00,58.54,65.53,0.0146,0.0134,0.0167,4.4,122,0
2025-01-01 15:10:00,57.18,63.71,0.0173,0.0159,0.0199,4.47,122,0
2025-01-01 15:20:00,57.44,63.5,0.014,0.0129,0.0161,4.48,122,0
2025-01-01 15:30:00,57.96,65.0,0.0165,0.0152,0.019,4.47,122,0
2025-01-01 15:40:00,58.46,65.94,0.0124,0.0114,0.0143,4.42,122,0
2025-01-01 15:50:00,56.6,65.37,0.0164,0.0151,0.0188,4.41,122,0
2025-01-01 16:00:00,57.1,65.27,0.0107,0.0098,0.0123,4.37,122,0
2025-01-01 16:10:00,57.34,64.64,0.0152,0.014,0.0174,4.43,122,0
2025-01-01 16:20:00,57.54,64.8,0.0186,0.0171,0.0214,4.42,123,0
2025-01-01 16:30:00,56.51,63.26,0.0128,0.0118,0.0147,4.34,123,0
2025-01-01 16:40:00,58.05,64.52,0.0147,0.0135,0.0169,4.43,123,0
2025-01-01 16:50:00,57.6,63.68,0.0158,0.0145,0.0181,4.38,123,0
2025-01-01 17:00:00,57.27,64.78,0.0143,0.0132,0.0165,4.47,123,0
2025-01-01 17:10:00,55.79,63.02,0.0122,0.0112,0.014,4.47,123,0
2025-01-01 17:20:00,57.22,63.52,0.0103,0.0095,0.0118,4.43,123,0
2025-01-01 17:30:00,56.71,63.52,0.0139,0.0128,0.016,4.4,123,0
2025-01-01 17:40:00,56.06,62.98,0.0155,0.0142,0.0178,4.35,123,0
2025-01-01 17:50:00,56.85,62.86,0.0119,0.011,0.0137,4.43,123,0
2025-01-01 18:00:00,55.58,62.84,0.0169,0.0155,0.0194,4.34,123,0
2025-01-01 18:10:00,57.13,63.32,0.0141,0.013,0.0162,4.41,123,0
2025-01-01 18:20:00,57.0,64.68,0.0155,0.0142,0.0178,4.37,123,0
2025-01-01 18:30:00,56.67,64.89,0.0182,0.0167,0.0209,4.45,123,0
2025-01-01 18:40:00,56.46,62.49,0.0142,0.0131,0.0164,4.37,123,0
2025-01-01 18:50:00,56.92,63.7,0.0147,0.0135,0.0169,4.34,123,0
2025-01-01 19:00:00,57.27,64.27,0.0167,0.0154,0.0192,4.37,123,0
2025-01-01 19:10:00,57.1,64.3,0.016,0.0147,0.0184,4.37,123,0
2025-01-01 19:20:00,57.15,64.51,0.017,0.0156,0.0195,4.46,123,0
2025-01-01 19:30:00,57.11,63.68,0.0183,0.0168,0.021,4.44,123,0
2025-01-01 19:40:00,56.68,63.62,0.0117,0.0108,0.0135,4.41,123,0
2025-01-01 19:50:00,57.0,63.69,0.0134,0.0124,0.0155,4.4,123,0
2025-01-01 20:00:00,57.12,64.08,0.0136,0.0125,0.0157,4.39,123,0
2025-01-01 20:10:00,57.64,65.88,0.015,0.0138,0.0172,4.47,123,0
2025-01-01 20:20:00,58.41,64.97,0.0172,0.0158,0.0198,4.38,123,0
2025-01-01 20:30:00,57.79,64.23,0.0143,0.0131,0.0164,4.32,123,0
2025-01-01 20:40:00,57.88,63.94,0.0122,0.0112,0.0141,4.44,123,0
2025-01-01 20:50:00,57.02,64.43,0.0199,0.0183,0.0228,4.45,123,0
2025-01-01 21:00:00,58.36,64.83,0.0167,0.0154,0.0192,4.44,123,0
2025-01-01 21:10:00,58.17,65.42,0.0141,0.0129,0.0162,4.32,123,0
2025-01-01 21:20:00,59.08,66.62,0.0171,0.0157,0.0196,4.44,123,0
2025-01-01 21:30:00,58.26,64.42,0.0156,0.0143,0.0179,4.4,124,0
2025-01-01 21:40:00,57.44,64.26,0.0157,0.0144,0.018,4.44,124,0
2025-01-01 21:50:00,59.67,67.06,0.0175,0.0161,0.0201,4.5,124,0
2025-01-01 22:00:00,57.96,64.16,0.0171,0.0157,0.0196,4.47,124,0
2025-01-01 22:10:00,58.01,64.17,0.0164,0.0151,0.0189,4.38,124,0
2025-01-01 22:20:00,60.04,66.75,0.0155,0.0143,0.0178,4.42,124,0
2025-01-01 22:30:00,59.44,66.55,0.0141,0.013,0.0162,4.39,124,0
2025-01-01 22:40:00,60.66,67.38,0.017,0.0157,0.0196,4.33,124,0
2025-01-01 22:50:00,59.55,66.31,0.0153,0.014,0.0176,4.38,124,0
2025-01-01 23:00:00,58.73,68.51,0.015,0.0138,0.0173,4.38,124,0
2025-01-01 23:10:00,59.4,65.49,0.0166,0.0152,0.0191,4.4,124,0
2025-01-01 23:20:00,59.79,65.87,0.0195,0.018,0.0225,4.46,124,0
2025-01-01 23:30:00,59.91,66.48,0.0159,0.0146,0.0183,4.37,124,0
2025-01-01 23:40:00,59.16,66.72,0.0154,0.0141,0.0177,4.47,124,0
2025-01-01 23:50:00,60.83,67.25,0.0165,0.0151,0.0189,4.4,124,0
2025-01-02 00:00:00,60.46,67.86,0.0148,0.0136,0.017,4.38,124,0
2025-01-02 00:10:00,60.11,66.46,0.0158,0.0145,0.0181,4.35,124,0
2025-01-02 00:20:00,61.01,69.46,0.0145,0.0133,0.0167,4.44,124,0
2025-01-02 00:30:00,60.29,66.65,0.0121,0.0111,0.0139,4.39,124,0
2025-01-02 00:40:00,60.55,66.71,0.0154,0.0142,0.0177,4.35,124,0
2025-01-02 00:50:00,61.15,68.48,0.0174,0.016,0.0201,4.44,124,0
2025-01-02 01:00:00,60.11,66.6,0.0161,0.0149,0.0186,4.38,124,0
2025-01-02 01:10:00,61.26,68.05,0.0135,0.0125,0.0156,4.32,124,0
2025-01-02 01:20:00,60.96,68.25,0.0124,0.0114,0.0142,4.43,124,0
2025-01-02 01:30:00,61.37,67.5,0.0164,0.0151,0.0188,4.42,124,0
2025-01-02 01:40:00,62.06,68.98,0.0153,0.0141,0.0176,4.51,124,0
2025-01-02 01:50:00,61.39,67.47,0.0117,0.0107,0.0134,4.37,124,0
2025-01-02 02:00:00,61.74,68.02,0.0129,0.0119,0.0148,4.48,124,0
2025-01-02 02:10:00,61.94,68.02,0.0159,0.0146,0.0182,4.38,124,0
2025-01-02 02:20:00,62.67,69.27,0.0169,0.0155,0.0194,4.36,124,0
2025-01-02 02:30:00,61.17,68.53,0.0132,0.0121,0.0152,4.35,124,0
2025-01-02 02:40:00,62.59,68.82,0.0132,0.0122,0.0152,4.4,124,0
2025-01-02 02:50:00,61.5,68.21,0.0146,0.0135,0.0168,4.4,124,0
2025-01-02 03:00:00,62.57,69.46,0.0134,0.0124,0.0155,4.38,124,0
2025-01-02 03:10:00,62.11,69.51,0.0164,0.0151,0.0189,4.36,124,0
2025-01-02 03:20:00,62.13,68.39,0.0167,0.0154,0.0192,4.4,125,0
2025-01-02 03:30:00,63.82,70.37,0.0162,0.0149,0.0187,4.42,125,0
2025-01-02 03:40:00,62.83,70.64,0.0139,0.0128,0.016,4.41,125,0
2025-01-02 03:50:00,61.77,69.27,0.0175,0.0161,0.0202,4.45,125,0
2025-01-02 04:00:00,62.86,69.44,0.0141,0.0129,0.0162,4.38,125,0
2025-01-02 04:10:00,63.09,70.63,0.015,0.0138,0.0172,4.4,125,0
2025-01-02 04:20:00,63.3,69.82,0.0143,0.0131,0.0164,4.42,125,0
2025-01-02 04:30:00,62.88,71.17,0.0155,0.0143,0.0178,4.35,125,0
2025-01-02 04:40:00,62.39,70.91,0.0141,0.013,0.0162,4.37,125,0
2025-01-02 04:50:00,64.15,72.33,0.0167,0.0154,0.0192,4.42,125,0
2025-01-02 05:00:00,62.59,70.38,0.0168,0.0155,0.0193,4.35,125,0
2025-01-02 05:10:00,63.15,70.89,0.0132,0.0121,0.0152,4.46,125,0
2025-01-02 05:20:00,63.53,69.9,0.0141,0.013,0.0162,4.33,125,0
2025-01-02 05:30:00,62.46,69.39,0.0147,0.0135,0.0169,4.41,125,0
2025-01-02 05:40:00,63.1,70.1,0.0133,0.0122,0.0153,4.42,125,0
2025-01-02 05:50:00,64.16,72.12,0.0147,0.0135,0.0169,4.49,125,0
2025-01-02 06:00:00,62.32,69.2,0.0139,0.0128,0.016,4.39,125,0
2025-01-02 06:10:00,62.41,69.89,0.013,0.012,0.015,4.43,125,0
2025-01-02 06:20:00,63.41,70.88,0.0144,0.0133,0.0166,4.37,125,0
2025-01-02 06:30:00,62.79,69.45,0.0156,0.0144,0.018,4.44,125,0
2025-01-02 06:40:00,63.32,71.54,0.0117,0.0107,0.0134,4.41,125,0
2025-01-02 06:50:00,63.69,70.08,0.0159,0.0146,0.0182,4.39,125,0
2025-01-02 07:00:00,62.58,69.17,0.0125,0.0115,0.0144,4.41,125,0
2025-01-02 07:10:00,62.34,69.49,0.0148,0.0136,0.0171,4.34,125,0
2025-01-02 07:20:00,63.52,71.3,0.0166,0.0153,0.0191,4.37,125,0
2025-01-02 07:30:00,63.68,71.14,0.0146,0.0134,0.0168,4.42,125,0
2025-01-02 07:40:00,62.72,69.06,0.0169,0.0155,0.0194,4.38,125,0
2025-01-02 07:50:00,62.72,68.92,0.0172,0.0158,0.0198,4.45,125,0
2025-01-02 08:00:00,62.27,68.36,0.015,0.0138,0.0173,4.4,125,0
2025-01-02 08:10:00,62.23,68.75,0.0173,0.0159,0.0199,4.38,125,0
2025-01-02 08:20:00,62.92,69.39,0.0167,0.0153,0.0192,4.41,125,0
2025-01-02 08:30:00,62.29,68.41,0.0144,0.0133,0.0166,4.34,125,0
2025-01-02 08:40:00,62.73,69.33,0.0139,0.0128,0.016,4.41,125,0
2025-01-02 08:50:00,61.66,68.48,0.0181,0.0166,0.0208,4.43,126,0
2025-01-02 09:00:00,61.96,69.77,0.0181,0.0166,0.0208,4.36,126,0
2025-01-02 09:10:00,62.99,70.59,0.0177,0.0162,0.0203,4.31,126,0
2025-01-02 09:20:00,61.6,67.82,0.0158,0.0145,0.0181,4.32,126,0
2025-01-02 09:30:00,61.33,69.2,0.0143,0.0132,0.0165,4.5,126,0
2025-01-02 09:40:00,61.74,67.93,0.0157,0.0145,0.0181,4.4,126,0
2025-01-02 09:50:00,61.48,68.03,0.0154,0.0142,0.0177,4.44,126,0
2025-01-02 10:00:00,62.28,68.58,0.0174,0.016,0.02,4.43,126,0
2025-01-02 10:10:00,61.89,67.99,0.0149,0.0137,0.0171,4.43,126,0
2025-01-02 10:20:00,62.06,69.89,0.0144,0.0132,0.0165,4.31,126,0
2025-01-02 10:30:00,61.52,68.06,0.0164,0.0151,0.0188,4.51,126,0
2025-01-02 10:40:00,60.89,67.85,0.0138,0.0127,0.0158,4.4,126,0
2025-01-02 10:50:00,61.65,70.52,0.0164,0.0151,0.0189,4.28,126,0
2025-01-02 11:00:00,61.13,67.32,0.0177,0.0163,0.0204,4.42,126,0
2025-01-02 11:10:00,60.73,66.87,0.0158,0.0145,0.0181,4.43,126,0
2025-01-02 11:20:00,60.38,68.17,0.0155,0.0142,0.0178,4.49,126,0
2025-01-02 11:30:00,60.39,68.18,0.014,0.0129,0.0161,4.4,126,0
2025-01-02 11:40:00,60.52,67.8,0.0178,0.0164,0.0205,4.37,126,0
2025-01-02 11:50:00,60.54,67.12,0.015,0.0138,0.0173,4.35,126,0
2025-01-02 12:00:00,60.97,67.35,0.0175,0.0161,0.0201,4.33,126,0
2025-01-02 12:10:00,60.56,67.76,0.015,0.0138,0.0172,4.36,126,0
2025-01-02 12:20:00,59.73,65.78,0.0169,0.0155,0.0194,4.38,126,0
2025-01-02 12:30:00,60.84,67.16,0.0152,0.014,0.0175,4.38,126,0
2025-01-02 12:40:00,60.65,68.9,0.013,0.012,0.015,4.38,126,0
2025-01-02 12:50:00,59.22,65.94,0.0111,0.0102,0.0127,4.36,126,0
2025-01-02 13:00:00,59.29,66.87,0.0158,0.0145,0.0182,4.44,126,0
2025-01-02 13:10:00,58.88,65.1,0.0144,0.0132,0.0165,4.46,126,0
2025-01-02 13:20:00,57.37,64.57,0.0117,0.0108,0.0135,4.49,127,0
2025-01-02 13:30:00,58.95,65.31,0.0207,0.019,0.0238,4.4,127,0
2025-01-02 13:40:00,58.3,64.54,0.0182,0.0167,0.0209,4.36,127,0
2025-01-02 13:50:00,59.15,65.84,0.019,0.0175,0.0218,4.43,127,0
2025-01-02 14:00:00,58.4,65.92,0.0174,0.016,0.0201,4.44,127,0
2025-01-02 14:10:00,58.69,65.46,0.0162,0.0149,0.0187,4.35,127,0
2025-01-02 14:20:00,58.57,65.48,0.0161,0.0148,0.0185,4.41,127,0
2025-01-02 14:30:00,58.05,66.05,0.0154,0.0142,0.0177,4.4,127,0
2025-01-02 14:40:00,58.97,65.04,0.0173,0.0159,0.0199,4.4,127,0
2025-01-02 14:50:00,58.28,64.28,0.018,0.0166,0.0207,4.41,127,0
2025-01-02 15:00:00,58.5,65.03,0.0131,0.0121,0.0151,4.45,127,0
2025-01-02 15:10:00,58.42,65.31,0.0118,0.0108,0.0135,4.33,127,0
2025-01-02 15:20:00,58.15,64.68,0.0151,0.0139,0.0174,4.44,127,0
2025-01-02 15:30:00,58.17,65.76,0.0155,0.0142,0.0178,4.47,127,0
2025-01-02 15:40:00,58.18,65.45,0.0126,0.0116,0.0145,4.4,127,0
2025-01-02 15:50:00,57.03,64.03,0.0139,0.0128,0.016,4.3,127,0
2025-01-02 16:00:00,57.89,64.57,0.0166,0.0153,0.0191,4.42,127,0
2025-01-02 16:10:00,56.11,64.89,0.0142,0.0131,0.0164,4.31,127,0
2025-01-02 16:20:00,56.9,63.79,0.0147,0.0136,0.0169,4.4,127,0
2025-01-02 16:30:00,57.05,64.96,0.0126,0.0116,0.0145,4.42,127,0
2025-01-02 16:40:00,57.27,64.1,0.0123,0.0114,0.0142,4.36,127,0
2025-01-02 16:50:00,56.45,62.61,0.0171,0.0157,0.0196,4.36,127,0
2025-01-02 17:00:00,57.91,64.6,0.0137,0.0126,0.0157,4.38,127,0
2025-01-02 17:10:00,57.29,63.9,0.014,0.0129,0.0161,4.49,127,0
2025-01-02 17:20:00,57.33,64.32,0.0169,0.0155,0.0194,4.4,127,0
2025-01-02 17:30:00,56.45,63.66,0.0131,0.0121,0.0151,4.42,127,0
2025-01-02 17:40:00,57.95,63.96,0.0157,0.0144,0.018,4.41,127,0
2025-01-02 17:50:00,58.25,64.89,0.0201,0.0185,0.0231,4.32,127,0
2025-01-02 18:00:00,57.48,64.55,0.0166,0.0153,0.0191,4.36,127,0
2025-01-02 18:10:00,57.25,64.91,0.0134,0.0123,0.0154,4.5,127,0
2025-01-02 18:20:00,57.15,65.47,0.0191,0.0176,0.022,4.46,127,0
2025-01-02 18:30:00,57.24,63.64,0.0145,0.0134,0.0167,4.45,127,0
2025-01-02 18:40:00,57.59,65.55,0.0131,0.012,0.015,4.45,127,0
2025-01-02 18:50:00,58.21,65.46,0.0123,0.0113,0.0141,4.36,128,0
2025-01-02 19:00:00,58.13,65.74,0.017,0.0156,0.0195,4.52,128,0
2025-01-02 19:10:00,56.39,63.09,0.0142,0.0131,0.0164,4.41,128,0
2025-01-02 19:20:00,58.44,66.3,0.0176,0.0162,0.0203,4.33,128,0
2025-01-02 19:30:00,57.2,63.81,0.0147,0.0135,0.0169,4.35,128,0
2025-01-02 19:40:00,57.43,63.85,0.0165,0.0151,0.0189,4.53,128,0
2025-01-02 19:50:00,56.86,64.79,0.0147,0.0135,0.0169,4.4,128,0
2025-01-02 20:00:00,56.87,63.56,0.0149,0.0137,0.0171,4.35,128,0
2025-01-02 20:10:00,59.11,65.8,0.0136,0.0126,0.0157,4.42,128,0
2025-01-02 20:20:00,57.96,64.61,0.0151,0.0139,0.0174,4.46,128,0
2025-01-02 20:30:00,57.69,64.53,0.0154,0.0141,0.0177,4.36,128,0
2025-01-02 20:40:00,57.73,64.7,0.0184,0.0169,0.0211,4.47,128,0
2025-01-02 20:50:00,58.06,66.68,0.0163,0.015,0.0187,4.33,128,0
2025-01-02 21:00:00,57.55,63.9,0.0133,0.0122,0.0153,4.37,128,0
2025-01-02 21:10:00,58.84,65.58,0.0181,0.0166,0.0208,4.45,128,0
2025-01-02 21:20:00,57.71,63.8,0.0151,0.0139,0.0174,4.39,128,0
2025-01-02 21:30:00,58.54,65.15,0.015,0.0138,0.0172,4.54,128,0
2025-01-02 21:40:00,59.57,65.58,0.0159,0.0146,0.0182,4.34,128,0
2025-01-02 21:50:00,58.42,64.94,0.0144,0.0133,0.0166,4.38,128,0
2025-01-02 22:00:00,57.75,66.41,0.0148,0.0137,0.0171,4.39,128,0
2025-01-02 22:10:00,59.24,66.45,0.0153,0.0141,0.0176,4.41,128,0
2025-01-02 22:20:00,58.86,65.55,0.016,0.0147,0.0184,4.44,128,0
2025-01-02 22:30:00,58.96,65.26,0.0144,0.0132,0.0166,4.48,128,0
2025-01-02 22:40:00,59.56,66.88,0.0106,0.0097,0.0122,4.4,128,0
2025-01-02 22:50:00,58.57,65.27,0.0139,0.0128,0.016,4.39,128,0
2025-01-02 23:00:00,59.49,65.84,0.015,0.0138,0.0172,4.43,128,0
2025-01-02 23:10:00,60.47,67.86,0.0142,0.0131,0.0163,4.45,128,0
2025-01-02 23:20:00,60.17,67.0,0.0133,0.0122,0.0153,4.33,128,0
2025-01-02 23:30:00,61.03,67.71,0.0137,0.0126,0.0158,4.35,128,0
2025-01-02 23:40:00,59.44,67.53,0.0137,0.0126,0.0157,4.45,128,0
2025-01-02 23:50:00,60.34,66.47,0.0147,0.0135,0.0169,4.45,128,0
2025-01-03 00:00:00,59.0,65.96,0.0128,0.0118,0.0147,4.41,128,0
2025-01-03 00:10:00,61.07,67.74,0.0181,0.0167,0.0208,4.47,128,0
2025-01-03 00:20:00,59.96,66.54,0.0165,0.0152,0.019,4.41,128,0
2025-01-03 00:30:00,60.93,67.91,0.017,0.0156,0.0195,4.39,128,0
2025-01-03 00:40:00,62.17,68.53,0.0128,0.0118,0.0147,4.33,129,0
2025-01-03 00:50:00,61.11,67.83,0.0173,0.0159,0.0199,4.42,129,0
2025-01-03 01:00:00,60.84,67.09,0.0153,0.014,0.0176,4.24,129,0
2025-01-03 01:10:00,60.73,68.29,0.0131,0.0121,0.0151,4.35,129,0
2025-01-03 01:20:00,61.23,68.19,0.0149,0.0137,0.0171,4.42,129,0
2025-01-03 01:30:00,61.75,68.03,0.0179,0.0165,0.0206,4.37,129,0
2025-01-03 01:40:00,61.37,67.67,0.0136,0.0125,0.0156,4.42,129,0
2025-01-03 01:50:00,61.54,68.82,0.0173,0.0159,0.0199,4.4,129,0
2025-01-03 02:00:00,61.98,68.83,0.0153,0.0141,0.0176,4.31,129,0
2025-01-03 02:10:00,61.33,67.55,0.014,0.0129,0.0161,4.44,129,0
2025-01-03 02:20:00,62.65,69.06,0.0113,0.0104,0.013,4.39,129,0
2025-01-03 02:30:00,62.14,68.95,0.0168,0.0154,0.0193,4.29,129,0
2025-01-03 02:40:00,62.71,70.56,0.015,0.0138,0.0173,4.31,129,0
2025-01-03 02:50:00,61.36,68.42,0.0159,0.0146,0.0183,4.43,129,0
2025-01-03 03:00:00,62.93,70.62,0.0155,0.0142,0.0178,4.45,129,0
2025-01-03 03:10:00,61.8,68.79,0.0138,0.0127,0.0158,4.48,129,0
2025-01-03 03:20:00,62.26,68.92,0.0185,0.017,0.0213,4.4,129,0
2025-01-03 03:30:00,62.9,71.02,0.0149,0.0137,0.0171,4.37,129,0
2025-01-03 03:40:00,63.34,70.33,0.0147,0.0135,0.0169,4.36,129,0
2025-01-03 03:50:00,63.84,69.94,0.0122,0.0112,0.014,4.41,129,0
2025-01-03 04:00:00,62.7,69.33,0.0152,0.014,0.0174,4.49,129,0
2025-01-03 04:10:00,62.44,70.52,0.0142,0.0131,0.0163,4.33,129,0
2025-01-03 04:20:00,63.5,70.03,0.0157,0.0145,0.0181,4.47,129,0
2025-01-03 04:30:00,63.65,70.68,0.0171,0.0157,0.0196,4.37,129,0
2025-01-03 04:40:00,63.94,69.99,0.0186,0.0171,0.0214,4.37,129,0
